idcvlac,autores,nombre,lugar,verificado,fecha,editorial,isbn,volumen,paginas,palabras,areas,sectores,capitulo,libro
0001424070,"WILFRED FABIAN RIVERA MARTINEZ, CESAR AUGUSTO GOMEZ VILLAMARIN, CARLOS MANUEL MONTENEGRO BENAVIDES",,Colombia,False,2012,Editorial Universidad Del Cauca,978-958-732-110-4,,108 - 126 1,,,,"Sector Empresarial del Cauca y Nariño, Una Visión para la Competitividad de la Región",Cauca Y Nariño Frente Al Desafío De Las Regiones Del Conocimiento. Estrategia De Innovación En El Marco Del Relacionamiento Universidad Empresa Estado
0001424070,"YURY YOHANA CASTILLO MOLINA, OMAIRA CALVO GIRALDO, CESAR AUGUSTO GOMEZ VILLAMARIN",,Colombia,True,2013,Editorial Universidad Cooperativa De Colombia Educc,978-958-760-016-2,,201 - 220,,,,Innovación social y desarrollo local: experiencias significativas en el departamento del Cauca.,Universidad-Empresa-Estado:Hacia La Cultura De La Investigación Y La Innovación-Segunda Rueda De Negocios De Innovación En Cauca Y Nariño
0001424070,CESAR AUGUSTO GOMEZ VILLAMARIN,,Colombia,False,2013,Gobernacion Del Cauca,978-958-57044-8-0,,184 - 190,,,,Analisis de los indicadores de CTI en el Cauca,Plan Departamental de Ciencia Tecnología e Innovación del Cauca
0001424070,CESAR AUGUSTO GOMEZ VILLAMARIN,,Colombia,False,2013,Gobernacion Del Cauca,978-958-57044-8-0,,156 - 183,,,,Analisis de Brechas,Plan Departamental de Ciencia Tecnología e Innovación del Cauca
0001424070,CESAR AUGUSTO GOMEZ VILLAMARIN,,Colombia,False,2013,Gobernacion Del Cauca,978-958-57044-8-0,,122 - 131,,,,Estado de las Capacidades de Regionales de CTI,Plan Departamental de Ciencia Tecnología e Innovación del Cauca
0000637912,MARIA FERNANDA MORENO PRADO,,Colombia,False,2007,Universidad del Cauca,978-958-9451-49-6,,32 - 38,,,,El nuevo enfoque de Relaciones entre Productores Rurales y la Institucionalidad Regional de Apoyo,Metodología para intervención integral en agrocadenas de pequeña escala
0001201026,"DEYCY SANCHEZ PRECIADO, OMAIRA CALVO GIRALDO, ARTURO OBANDO IBARRA",,Colombia,False,2012,Editorial Universidad Del Cauca,978-958-732-110-4,,21 - 261 1,,,,"Articulación de la oferta y la demanda tecnológica en Cauca y Nariño a través de la realización de una Rueda de Negocios de Innovación""",Cauca Y Nariño Frente Al Desafío De Las Regiones Del Conocimiento. Estrategia De Innovación En El Marco Del Relacionamiento Universidad Empresa Estado
0001201026,OMAIRA CALVO GIRALDO,,Colombia,False,2010,Ediorial Universidad Del Cauca,978-958-732-049-7,,115 - 142 1,,,,Identificación de Competencias para la gestión Tecnológica en Grupos de Investigación de la Universidad del Cauca,Relación Universidad Empresa Estado: Una Dinámica De Participación Y Construcción Colectiva En El Cauca
0001201026,"ADRIANA PAOLA SANCHEZ RICO, OMAIRA CALVO GIRALDO",,Colombia,False,2010,Ediorial Universidad Del Cauca,978-958-732-049-7,,115 - 142 1,,,,Reconociendo el Contexto Regional,Relación Universidad Empresa Estado: Una Dinámica De Participación Y Construcción Colectiva En El Cauca
0001201026,OMAIRA CALVO GIRALDO,,Colombia,True,2013,Universidad del Cauca,978-958-57044-8-0,,141 - 156,,"Ciencias Sociales -- Otras Ciencias Sociales -- Ciencias Sociales, Interdisciplinaria",,Priorización de Variables para el Sistema Regional de CTI,Cociencia Cauca: Plan Estartégico Departamental De Ciencia Tecnología E Innovación
0001201026,"YURY YOHANA CASTILLO MOLINA, OMAIRA CALVO GIRALDO, CESAR AUGUSTO GOMEZ VILLAMARIN",,Colombia,True,2013,Universidad Cooperativa de Colombia,9789587600278,,225 - 244,,,,Innovación social y desarrollo local: experiencias significativas en el departamento del Cauca,University-Company-State: Towards A Cultura Of Research And Innovation
0001201026,"ADOLFO PLAZAS TENORIO, OMAIRA CALVO GIRALDO",,Colombia,True,2018,Azoma Criterio Editorial Ltda,978-958-8290-78-2,,55 - 57 1,,,,Hacia la construcción de una agenda de política de innovación transformativa para la agro- cadena del café en el marco del acuerdo de paz para el departamento del Cauca,Orientaciones para la formulación de políticas regionales de innovación transformativa en Colombia
0000205087,SANDRA PATRICIA REBOLLEDO ACOSTA,,Colombia,False,2010,Editorial Universidad Del Cauca,978-958-732-035-0,,107 - 130 1,,,,EL CASO DE UN PROYECTO DE INNOVACIÓN ORGANIZATIVA: CONCEPCIÓN DE UN PLAN TECNOLÓGICO PARA LA CADENA PISCÍCOLA DEL CAUCA,Libro Redes De Conocimiento En El Pacífico Colombiano: Experiencias En La Construcción De Estructuras Para La Gestión De Conocimiento Territorial.
0000205087,SANDRA PATRICIA REBOLLEDO ACOSTA,,Colombia,False,2007,Editorial Universidad Del Cauca,978-958-9451-49-6,,10 - 95,,,,MÓDULO ASOCIATIVIDAD Y ARTICULACIÓN DE REDES SOCIALES,Estrategia Integral Para Mejorar La Competitividad De Agrocadenas De Productores Rurales De Pequeña Escala En El Departamento Del Cauca
0000205087,SANDRA PATRICIA REBOLLEDO ACOSTA,,Colombia,False,2015,Unión de Universidades de América Latina y el Caribe,978-607-8066-17-X,,68 - 89,,,,AGREGACIÓN DE VALOR Y APRENDIZAJE COLABORATIVO EN AGROCADENAS DEL CAUCA-COLOMBIA A PARTIR DE EJERCICIOS DE INNOVACIÓN ABIERTA,COLECCIÓN IDEA LATINOAMERICANA DIGITAL SERIE: RELACIONES UNIVERSIDAD-SECTORES PRODUCTIVOS
0001386121,YURY YOHANA CASTILLO MOLINA,,Colombia,False,2012,Editorial Universidad Del Cauca,978-958-732-110-4,,88 - 107 1,,,,"Caracterización de la oferta tecnológica de Cauca y Nariño: un aporte al desarrollo de la Ciencia, la Tecnología y la Innovación",Cauca Y Nariño Frente Al Desafío De Las Regiones Del Conocimiento. Estrategia De Innovación En El Marco Del Relacionamiento Universidad Empresa Estado
0001386121,YURY YOHANA CASTILLO MOLINA,,Colombia,False,2013,Editorial Upb,978-958-764-093-9,,1607 - 1621,,,,Adaptación de un modelo para caracterizar los procesos de gestión de la innovación en las empresas del sector TIC de la ciudad de Popayan,"Gestión De La Tecnología Y La Innovación Para La Competitividad En Mercados Abiertos. Memorias, Iii Congreso Internacional De Gestión Tecnológica E Innovación 2012."
0001386121,YURY YOHANA CASTILLO MOLINA,,Colombia,False,2010,Ediorial Universidad Del Cauca,978-958-732-049-7,,855 - 865,,,,Resumenes de propuestas de Monitorias y pasantias,Relación Universidad Empresa Estado: Una Dinámica De Participación Y Construcción Colectiva En El Cauca
0001386121,"YURY YOHANA CASTILLO MOLINA, OMAIRA CALVO GIRALDO, CESAR AUGUSTO GOMEZ VILLAMARIN",,Colombia,True,2013,Ediciones Universidad Cooperativa de Colombia,978-958-760-016-2,,191 - 209,"innovación social, Desarrollo","Ciencias Sociales -- Otras Ciencias Sociales -- Ciencias Sociales, Interdisciplinaria",,Innovación social y desarrollo local: experiencias significativas en el departamento del Cauca.,Universidad-Empresaestado: Hacia la cultura de la investigación y la innovación
0001386121,"YURY YOHANA CASTILLO MOLINA, LUZ STELLA PEMBERTHY GALLO, WILFRED FABIAN RIVERA MARTINEZ",,Colombia,False,2011,Universidad del cauca,978-958-732-093-0,,20 - 33,,,,Modelo lógico conceptual para la identificación de las capacidades de investigación de la Universidad del Cauca,Experiencias significativas en el relacionamiento universidad empresa estado
0001386121,"YURY YOHANA CASTILLO MOLINA, ISABEL ALVAREZ, JOSE MIGUEL NATERA",,España,False,2020,Fundación Carolina,978-84-09-19177-2,,255 - 294,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,Otros sectores - Otro,"La cooperación internacional en ciencia, tecnología e innovación en América Latina. Un enfoque desde la vinculación academia-sector productivo para el logro de los Objetivos de Desarrollo Sostenible",La Agenda 2030 en Iberoamérica: Políticas de cooperación y ¿desarrollo en transición
0001363310,"CESAR ALBERTO COLLAZOS ORDONEZ, ANDRES FERNANDO SOLANO ALEGRIA",,México,False,2013,Archundia Sierra E.,978-607-487-627-7,,83 - 102,"Trabajo Colaborativo, Metodología para el desarrollo de procesos co, Patrón de Colaboración, Thinklet",,,Diseño de procesos colaborativos basado en patrones de colaboración,Ambientes Colaborativos Para La Enseñanza De Las Ciencias Y Las Tecnologías
0001363310,"ANDRES FERNANDO SOLANO ALEGRIA, ISABELLA SANCHEZ ZAPATA, NATALY BETANCUR CARDONA, SANDRA CANO MAZUERA",,,False,2019,"Springer Publishing Company, Inc.",978-3-030-21905-5,,204 - 216,,Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías,,Pistacho: an interactive system to support the development of phonological awareness for blind children,Social Computing and Social Media. Communication and Social Communities
0001363310,ANDRES FERNANDO SOLANO ALEGRIA,,Colombia,False,2014,ALFA,0,,60 - 81,,,,Creación de objetos de aprendizaje de contenidos abiertos accesibles desde un enfoque colaborativo,Objetos de Aprendizaje de Contenidos Abiertos Accesibles: Del Diseño a la Reutilización
0001363310,"ANDRES FERNANDO SOLANO ALEGRIA, CARLOS ALBERTO PELAEZ AYALA, CESAR ALBERTO COLLAZOS ORDONEZ, TONI GRANOLLERS",,,False,2019,"Springer Publishing Company, Inc.",978-3-030-21902-4,,109 - 127,,Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías,,Methodologies and Trends in Multimedia Systems: A Systematic Literature Review,"Social Computing and Social Media. Design, Human Behavior and Analytics"
0001566083,EDGAR ROBERTO DULCE VILLARREAL,,Venezuela,True,2016,Universidad De Los Andes Merida,9789801118367,,243 - 250 1,,"Ingeniería y Tecnología -- Ingeniería Médica -- Tecnología Médica de Laboratorio (Análisis de Muestras, Tecnologías para el Diagnóstico), Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Automatización y Sistemas de Control","Neurociencias, Productos y servicios de recreación,culturales, artísticos y deportivos",CLASIFICADOR BASADO EN EL COEFICIENTE DE CORRELACIÓN DE SONIDOS CARDIACOS,AVANCES Y APLICACIONES DE SISTEMAS INTELIGENTES Y NUEVAS TECNOLOGÍAS
0001566083,"JULIO ARIEL HURTADO ALEGRIA, EDGAR ROBERTO DULCE VILLARREAL",,Suiza,False,2021,"Springer Publishing Company, Inc.",978-3-030-72566-2,,22 - 34,,"Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones",,The Role of the Blockchain Technology in the Elderly Care Solutions: A Systematic Mapping Study,Lecture Notes in Bioengineering
0001358964,GABRIEL MAURICIO RAMIREZ VILLEGAS,,Colombia,False,2013,Universidad Nacional Abierta Y A Distancia Unad,978-958-651-559-7,,154 - 164 1,,"Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones",,SEGURIDAD EN APLICACIONS MOVILES: ESTRATEGIAS EN EL MUNDO ACTUAL,Tennologia E Innovacion: Aplicaciones Para El Desarrollo De La Ciencia Y La Sociedad Colombianengineering Meeting
0001358964,GABRIEL MAURICIO RAMIREZ VILLEGAS,,Perú,False,2013,Universidad Nacional Abierta Y A Distancia Unad,978-958-651-559-7,,1133 - 1142 1,,,Desarrollo de programas (software) y prestación de servicios en informática - Consultoría en sistemas de informática,SOPORTE DEL CONOCIMIENTO CON LA TECNOLOGIA,Tennologia E Innovacion: Aplicaciones Para El Desarrollo De La Ciencia Y La Sociedad Colombianengineering Meeting
0001358964,"GABRIEL MAURICIO RAMIREZ VILLEGAS, CESAR ALBERTO COLLAZOS ORDONEZ",,Portugal,True,2017,Springer International Publishing,978-3-319-56538-5,,897 - 907 1,,"Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones","Educación - Formación permanente y otras actividades de enseñanza, incluso educación a distancia y educación especial",A Systematic Mapping Review of All-Learning Model of Integration of Educational Methodologies in the ICT,Recent Advances in Information Systems and Technologies
0001358964,GABRIEL MAURICIO RAMIREZ VILLEGAS,,Portugal,False,2021,"Springer Publishing Company, Inc.",978-3-030-72657-7,,405 - 414 1,"Experiencia de Usuario, Interacción Humano Computador, UX, HCI","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones",Educación - Educación superior,State of the Art of Human-Computer Interaction (HCI) Master?s Programs 2020,Trends and Applications in Information Systems and Technologies
0001358964,"GABRIEL MAURICIO RAMIREZ VILLEGAS, FERNANDO JOAQUIM LOPES MOREIRA, YENNY ALEXANDRA MENDEZ ALEGRIA",,Colombia,False,2022,Springer International Publishing,978-303107017-4,,91 - 103,"HCI, Cuerpo de Conocimiento, Dialogflow, Experiencia de Usuario, UX, VIRTUAL","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones",,HCI 2020 Master¿s Degree Study: A Review,Communications in Computer and Information Science
0000617326,"JAVIER ALEJANDRO JIMENEZ TOLEDO, ARMANDO SOFONIAS MUNOZ DEL CASTILLO, JOSE MARIA MUNOZ BOTINA",,Ecuador,False,2010,,978-9942-9880-0-3,,30 -,"Mundos Virtuales, Estrategia Didáctica, Educación","Ciencias Sociales -- Ciencias de la Educación -- Educación General (Incluye Capacitación, Pedagogía), Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones","Educación - Educación preescolar y básica, Educación - Educación secundaria de formación general, Educación - Educación secundaria de formación técnica, Educación - Educación superior, Educación - Formación permanente y otras actividades de enseñanza, incluso educación a distancia y educación especial, Desarrollo de programas (software) y prestación de servicios en informática - Consultoría en sistemas de informática",Mundos virtuales como estrategia didáctica en la educación,Memorias De La Xxxvii Conferencia Latinoamericana De Informática (Clei 2011)
0000617326,"JAVIER ALEJANDRO JIMENEZ TOLEDO, ARMANDO MUNOZ, JOSE MARIA MUNOZ BOTINA",,Colombia,False,2011,,978-9942-9880-0-3,,30 - 31,,,,Mundos virtuales como estrategia didáctica en la educación,Memorias De La Xxxvii Conferencia Latinoamericana De Informática (Clei 2011)
0000617326,"RICARDO TIMARAN PEREIRA, JAVIER ALEJANDRO JIMENEZ TOLEDO",,Argentina,False,2014,Universidad De Buenos Aires Eudeba,9788476662106,,758 -,"Detección de patrones, Deserción estudiantil, Educación","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones",,Detección de Patrones de Deserción Estudiantil en Programas de Pregrado de Instituciones de Educación Superior con CRISP-DM,Reorganización De Las Trayectorias Escolares: Ciudad De Buenos Aires (Argentina): Programas De Aceleración
0000617326,"JAVIER ALEJANDRO JIMENEZ TOLEDO, ARMANDO SOFONIAS MUNOZ DEL CASTILLO",,Colombia,False,2015,Acofi Asociacion Colombiana De Facultades De Ing,9789586800761,,107 - 119,"TIC, Ingeniería de Sistemas, Institución Universitaria CESMAG","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones","Educación - Educación superior, Desarrollo de programas (software) y prestación de servicios en informática - Consultoría en sistemas de informática",Evolución de la aplicación de la tic como estrategia didáctica en el programa de Ingeniería de Sistemas de la I.U. CESMAG,Memorias Eiei Acofi 2015
0000617326,"JAVIER ALEJANDRO JIMENEZ TOLEDO, ARMANDO SOFONIAS MUNOZ DEL CASTILLO, XIMENA RAMOS, OSCAR REVELO SANCHEZ, JOSE MARIA MUNOZ BOTINA",,Ecuador,False,2015,Edutec,978-84-608-3627-8,,281 -,"Colossus, Metodología, AMBIENTES VIRTUALES DE APRENDIZAJE","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones, Ciencias Sociales -- Ciencias de la Educación -- Educación General (Incluye Capacitación, Pedagogía)","Educación - Educación preescolar y básica, Educación - Educación secundaria de formación general, Educación - Educación secundaria de formación técnica, Educación - Educación superior, Educación - Formación permanente y otras actividades de enseñanza, incluso educación a distancia y educación especial, Desarrollo de programas (software) y prestación de servicios en informática - Consultoría en sistemas de informática","COLOSSUS, novedosa metodología para la construcción de Ambientes Virtuales de Aprendizaje",Xviii Congreso Internacional Edutec. Educación Y Tecnología Desde Una Visión Transformadora
0000617326,"JOSE MARIA MUNOZ BOTINA, JAVIER ALEJANDRO JIMENEZ TOLEDO, ARMANDO SOFONIAS MUNOZ DEL CASTILLO, OSCAR REVELO SANCHEZ",,Colombia,False,2013,UNIVERSIDAD MARIANA,978-958-8579-15-3,,211 - 6,"Agua, Vida","Ciencias Sociales -- Ciencias de la Educación -- Educación General (Incluye Capacitación, Pedagogía)","Salud humana - Nutrición y alimentación, Educación - Formación permanente y otras actividades de enseñanza, incluso educación a distancia y educación especial",El agua es nuestra¿cuidémosla,"Agua Para La Vida:Memorias De La Iv Semana Nacional De La Ciencia, La Teconología Y La Innovación, Nariño 2012"
0000617326,"JOSE MARIA MUNOZ BOTINA, JAVIER ALEJANDRO JIMENEZ TOLEDO, ARMANDO MUNOZ",,Colombia,False,2012,Institución Universitaria CESMAG,978-958-8815-12-1,,185 - 189,,,,La ingeniería de Sistemas Impulsando el desarrollo tecnológico en Nariño,Iii Encuentro Nacional De Programas De Ingenería De Sistemas Y Afines Universidad - Empresa - Estado
0000617326,"JAVIER ALEJANDRO JIMENEZ TOLEDO, ARMANDO MUNOZ, JOSE MARIA MUNOZ BOTINA",,Colombia,False,2012,Editorial Upb,978-958-764-066-3,,267 - 268,,,,MASSIVELY MULTIUSER ONLINE LEARNING (MMOL) 3D COMO ESTRATEGIA DIDÁCTICA EN LA EDUCACIÓN PRESENCIAL,"Gestión De La Tecnología Y La Innovación Para La Competitividad En Mercados Abiertos. Resúmenes, Iii Congreso Internacional De Gestión Tecnológica E Innovación 2012."
